GeoFIPS,GeoName,Region,Description,2016,2017,2018,2019,2020
" ""26113""","Missaukee, MI",3.0,Per capita personal income (dollars) 2/,32024.0,33992.0,34689.0,36363.0,41001.0
" ""26115""","Monroe, MI",3.0,Per capita personal income (dollars) 2/,42785.0,44470.0,46013.0,47340.0,49899.0
" ""26117""","Montcalm, MI",3.0,Per capita personal income (dollars) 2/,31163.0,32058.0,32913.0,34301.0,37880.0
" ""26119""","Montmorency, MI",3.0,Per capita personal income (dollars) 2/,35089.0,35672.0,37220.0,38027.0,42531.0
" ""26121""","Muskegon, MI",3.0,Per capita personal income (dollars) 2/,35355.0,36360.0,37621.0,39247.0,44329.0
" ""26123""","Newaygo, MI",3.0,Per capita personal income (dollars) 2/,35363.0,36158.0,36490.0,37530.0,41718.0
" ""26125""","Oakland, MI",3.0,Per capita personal income (dollars) 2/,65299.0,67624.0,70169.0,71814.0,76020.0
" ""26127""","Oceana, MI",3.0,Per capita personal income (dollars) 2/,34894.0,35704.0,37437.0,38754.0,42920.0
" ""26129""","Ogemaw, MI",3.0,Per capita personal income (dollars) 2/,31744.0,32915.0,34745.0,34631.0,39336.0
" ""26131""","Ontonagon, MI",3.0,Per capita personal income (dollars) 2/,36582.0,36965.0,37989.0,40015.0,44618.0
" ""26133""","Osceola, MI",3.0,Per capita personal income (dollars) 2/,34188.0,34804.0,36665.0,39047.0,42946.0
" ""26135""","Oscoda, MI",3.0,Per capita personal income (dollars) 2/,31451.0,32678.0,33901.0,34612.0,37421.0
" ""26137""","Otsego, MI",3.0,Per capita personal income (dollars) 2/,36812.0,37810.0,39517.0,40941.0,45767.0
" ""26139""","Ottawa, MI",3.0,Per capita personal income (dollars) 2/,44589.0,46466.0,47845.0,49177.0,53569.0
" ""26141""","Presque Isle, MI",3.0,Per capita personal income (dollars) 2/,35467.0,36721.0,38877.0,39659.0,44401.0
" ""26143""","Roscommon, MI",3.0,Per capita personal income (dollars) 2/,34398.0,35151.0,36545.0,37849.0,42636.0
" ""26145""","Saginaw, MI",3.0,Per capita personal income (dollars) 2/,36315.0,37044.0,39522.0,40852.0,45597.0
" ""26147""","St. Clair, MI",3.0,Per capita personal income (dollars) 2/,40455.0,41828.0,43664.0,45143.0,50004.0
" ""26149""","St. Joseph, MI",3.0,Per capita personal income (dollars) 2/,35087.0,37002.0,37672.0,38406.0,42846.0
" ""26151""","Sanilac, MI",3.0,Per capita personal income (dollars) 2/,34793.0,36041.0,37443.0,37943.0,43824.0
" ""26153""","Schoolcraft, MI",3.0,Per capita personal income (dollars) 2/,36786.0,38247.0,39849.0,40551.0,45285.0
" ""26155""","Shiawassee, MI",3.0,Per capita personal income (dollars) 2/,36296.0,37488.0,39016.0,40558.0,44611.0
" ""26157""","Tuscola, MI",3.0,Per capita personal income (dollars) 2/,34473.0,35013.0,36057.0,37233.0,41661.0
" ""26159""","Van Buren, MI",3.0,Per capita personal income (dollars) 2/,38261.0,38992.0,40416.0,41553.0,45567.0
" ""26161""","Washtenaw, MI",3.0,Per capita personal income (dollars) 2/,53259.0,55489.0,57761.0,60743.0,63356.0
" ""26163""","Wayne, MI",3.0,Per capita personal income (dollars) 2/,38992.0,39328.0,41433.0,42853.0,46906.0
" ""26165""","Wexford, MI",3.0,Per capita personal income (dollars) 2/,33893.0,34958.0,35926.0,37590.0,41618.0
" ""42001""","Adams, PA",2.0,Per capita personal income (dollars) 2/,44732.0,45876.0,47809.0,48859.0,52997.0
" ""42003""","Allegheny, PA",2.0,Per capita personal income (dollars) 2/,53382.0,56336.0,60347.0,62325.0,65935.0
" ""42005""","Armstrong, PA",2.0,Per capita personal income (dollars) 2/,39090.0,40755.0,43447.0,45412.0,50085.0
" ""42007""","Beaver, PA",2.0,Per capita personal income (dollars) 2/,42976.0,44184.0,46708.0,48555.0,52761.0
" ""42009""","Bedford, PA",2.0,Per capita personal income (dollars) 2/,37553.0,39402.0,40911.0,42410.0,45865.0
" ""42011""","Berks, PA",2.0,Per capita personal income (dollars) 2/,45054.0,46271.0,48187.0,49924.0,54337.0
" ""42013""","Blair, PA",2.0,Per capita personal income (dollars) 2/,41604.0,42754.0,44979.0,46381.0,50793.0
" ""42015""","Bradford, PA",2.0,Per capita personal income (dollars) 2/,36907.0,38779.0,40194.0,42945.0,45162.0
" ""42017""","Bucks, PA",2.0,Per capita personal income (dollars) 2/,66113.0,67995.0,71265.0,74183.0,78442.0
" ""42019""","Butler, PA",2.0,Per capita personal income (dollars) 2/,52839.0,54421.0,56633.0,59073.0,62871.0
" ""42021""","Cambria, PA",2.0,Per capita personal income (dollars) 2/,38031.0,38943.0,41411.0,42813.0,46181.0
" ""42023""","Cameron, PA",2.0,Per capita personal income (dollars) 2/,42820.0,43429.0,45623.0,45824.0,50723.0
" ""42025""","Carbon, PA",2.0,Per capita personal income (dollars) 2/,47254.0,48082.0,50741.0,55113.0,58817.0
" ""42027""","Centre, PA",2.0,Per capita personal income (dollars) 2/,42939.0,44940.0,46187.0,48134.0,51930.0
" ""42029""","Chester, PA",2.0,Per capita personal income (dollars) 2/,74122.0,77621.0,82716.0,86162.0,91243.0
" ""42031""","Clarion, PA",2.0,Per capita personal income (dollars) 2/,38179.0,38813.0,41002.0,42388.0,45928.0
" ""42033""","Clearfield, PA",2.0,Per capita personal income (dollars) 2/,41051.0,42058.0,44378.0,44968.0,49205.0
" ""42035""","Clinton, PA",2.0,Per capita personal income (dollars) 2/,36359.0,37918.0,39463.0,41191.0,45442.0
" ""42037""","Columbia, PA",2.0,Per capita personal income (dollars) 2/,38687.0,40101.0,41771.0,43283.0,47538.0
" ""42039""","Crawford, PA",2.0,Per capita personal income (dollars) 2/,36755.0,37549.0,39959.0,41562.0,45861.0
" ""42041""","Cumberland, PA",2.0,Per capita personal income (dollars) 2/,49977.0,51675.0,53693.0,56074.0,60827.0
" ""42043""","Dauphin, PA",2.0,Per capita personal income (dollars) 2/,45939.0,47478.0,49881.0,51820.0,55135.0
" ""42045""","Delaware, PA",2.0,Per capita personal income (dollars) 2/,59305.0,61488.0,65324.0,68142.0,71620.0
" ""42047""","Elk, PA",2.0,Per capita personal income (dollars) 2/,42513.0,43559.0,45893.0,46309.0,50211.0
" ""42049""","Erie, PA",2.0,Per capita personal income (dollars) 2/,40425.0,41376.0,43836.0,45257.0,50048.0
" ""42051""","Fayette, PA",2.0,Per capita personal income (dollars) 2/,38163.0,39405.0,41432.0,42619.0,46689.0
" ""42053""","Forest, PA",2.0,Per capita personal income (dollars) 2/,21661.0,21206.0,22708.0,24264.0,28040.0
" ""42055""","Franklin, PA",2.0,Per capita personal income (dollars) 2/,42092.0,43644.0,45841.0,47415.0,51092.0
" ""42057""","Fulton, PA",2.0,Per capita personal income (dollars) 2/,38465.0,41115.0,43725.0,44593.0,47618.0
" ""42059""","Greene, PA",2.0,Per capita personal income (dollars) 2/,37537.0,40728.0,42227.0,43905.0,47074.0
" ""42061""","Huntingdon, PA",2.0,Per capita personal income (dollars) 2/,34450.0,35834.0,37652.0,39334.0,43572.0
" ""42063""","Indiana, PA",2.0,Per capita personal income (dollars) 2/,35804.0,36839.0,39304.0,40934.0,44436.0
" ""42065""","Jefferson, PA",2.0,Per capita personal income (dollars) 2/,38324.0,39561.0,42277.0,42852.0,46417.0
" ""42067""","Juniata, PA",2.0,Per capita personal income (dollars) 2/,39519.0,43724.0,45293.0,46846.0,52158.0
" ""42069""","Lackawanna, PA",2.0,Per capita personal income (dollars) 2/,42576.0,43485.0,45294.0,46729.0,51480.0
" ""42071""","Lancaster, PA",2.0,Per capita personal income (dollars) 2/,46505.0,48614.0,51114.0,53281.0,57805.0
" ""42073""","Lawrence, PA",2.0,Per capita personal income (dollars) 2/,39197.0,40451.0,42610.0,43870.0,48474.0
" ""42075""","Lebanon, PA",2.0,Per capita personal income (dollars) 2/,43121.0,44768.0,46481.0,48224.0,52210.0
" ""42077""","Lehigh, PA",2.0,Per capita personal income (dollars) 2/,48662.0,49529.0,51157.0,54354.0,57952.0
" ""42079""","Luzerne, PA",2.0,Per capita personal income (dollars) 2/,40733.0,41334.0,43093.0,44386.0,48596.0
" ""42081""","Lycoming, PA",2.0,Per capita personal income (dollars) 2/,39358.0,40681.0,42354.0,43959.0,47994.0
" ""42083""","McKean, PA",2.0,Per capita personal income (dollars) 2/,40693.0,41620.0,42941.0,44206.0,47589.0
" ""42085""","Mercer, PA",2.0,Per capita personal income (dollars) 2/,37862.0,39143.0,40864.0,42138.0,45755.0
" ""42087""","Mifflin, PA",2.0,Per capita personal income (dollars) 2/,35347.0,36929.0,38492.0,39529.0,43497.0
" ""42089""","Monroe, PA",2.0,Per capita personal income (dollars) 2/,39811.0,40939.0,42541.0,44943.0,48503.0
" ""42091""","Montgomery, PA",2.0,Per capita personal income (dollars) 2/,73377.0,72957.0,76451.0,77894.0,85842.0
" ""42093""","Montour, PA",2.0,Per capita personal income (dollars) 2/,52813.0,54263.0,56013.0,56506.0,59956.0
" ""42095""","Northampton, PA",2.0,Per capita personal income (dollars) 2/,49117.0,50823.0,53219.0,55415.0,59264.0
" ""42097""","Northumberland, PA",2.0,Per capita personal income (dollars) 2/,37084.0,38565.0,40217.0,41894.0,46132.0
" ""42099""","Perry, PA",2.0,Per capita personal income (dollars) 2/,40746.0,42939.0,44770.0,46565.0,50618.0
" ""42101""","Philadelphia, PA",2.0,Per capita personal income (dollars) 2/,52526.0,51373.0,53297.0,52966.0,55510.0
" ""42103""","Pike, PA",2.0,Per capita personal income (dollars) 2/,43295.0,44229.0,46116.0,49272.0,52333.0
" ""42105""","Potter, PA",2.0,Per capita personal income (dollars) 2/,37031.0,39710.0,43392.0,44235.0,46847.0
" ""42107""","Schuylkill, PA",2.0,Per capita personal income (dollars) 2/,37984.0,39204.0,40930.0,42606.0,46417.0
" ""42109""","Snyder, PA",2.0,Per capita personal income (dollars) 2/,38303.0,39981.0,41707.0,42958.0,46808.0
" ""42111""","Somerset, PA",2.0,Per capita personal income (dollars) 2/,36961.0,38548.0,40047.0,41623.0,45763.0
" ""42113""","Sullivan, PA",2.0,Per capita personal income (dollars) 2/,42054.0,43423.0,45723.0,48616.0,52048.0
" ""42115""","Susquehanna, PA",2.0,Per capita personal income (dollars) 2/,40047.0,42756.0,45081.0,48287.0,51514.0
" ""42117""","Tioga, PA",2.0,Per capita personal income (dollars) 2/,36229.0,37421.0,38739.0,40615.0,43619.0
" ""42119""","Union, PA",2.0,Per capita personal income (dollars) 2/,36873.0,39600.0,40683.0,43682.0,47691.0
" ""42121""","Venango, PA",2.0,Per capita personal income (dollars) 2/,37935.0,38814.0,41103.0,42901.0,46613.0
" ""42123""","Warren, PA",2.0,Per capita personal income (dollars) 2/,38332.0,39492.0,41411.0,42973.0,46515.0
" ""42125""","Washington, PA",2.0,Per capita personal income (dollars) 2/,57270.0,60416.0,61016.0,57661.0,60794.0
" ""42127""","Wayne, PA",2.0,Per capita personal income (dollars) 2/,39597.0,41189.0,43214.0,45116.0,49627.0
" ""42129""","Westmoreland, PA",2.0,Per capita personal income (dollars) 2/,46562.0,47883.0,50309.0,51706.0,56048.0
" ""42131""","Wyoming, PA",2.0,Per capita personal income (dollars) 2/,40648.0,42021.0,45018.0,47644.0,51785.0
" ""42133""","York, PA",2.0,Per capita personal income (dollars) 2/,45488.0,47130.0,49020.0,50687.0,54362.0
" ""55001""","Adams, WI",3.0,Per capita personal income (dollars) 2/,36867,38185,39048,41082,43949
" ""55003""","Ashland, WI",3.0,Per capita personal income (dollars) 2/,36316,37706,38879,40640,43377
" ""55005""","Barron, WI",3.0,Per capita personal income (dollars) 2/,43282,44957,47650,49555,54547
" ""55007""","Bayfield, WI",3.0,Per capita personal income (dollars) 2/,41675,43695,46098,47548,50258
" ""55009""","Brown, WI",3.0,Per capita personal income (dollars) 2/,47115,48841,51548,52813,56918
" ""55011""","Buffalo, WI",3.0,Per capita personal income (dollars) 2/,41365,42695,44800,45474,49864
" ""55013""","Burnett, WI",3.0,Per capita personal income (dollars) 2/,38397,40008,41510,42898,45266
" ""55015""","Calumet, WI",3.0,Per capita personal income (dollars) 2/,45117,47072,49076,50859,53969
" ""55017""","Chippewa, WI",3.0,Per capita personal income (dollars) 2/,40984,42804,44918,46616,50019
" ""55019""","Clark, WI",3.0,Per capita personal income (dollars) 2/,37115,39399,41790,43579,47669
" ""55021""","Columbia, WI",3.0,Per capita personal income (dollars) 2/,46209,47715,49975,52507,55935
" ""55023""","Crawford, WI",3.0,Per capita personal income (dollars) 2/,38801,40287,41435,42865,46767
" ""55025""","Dane, WI",3.0,Per capita personal income (dollars) 2/,54958,56759,59885,62823,65565
" ""55027""","Dodge, WI",3.0,Per capita personal income (dollars) 2/,40392,41652,43251,44907,47230
" ""55029""","Door, WI",3.0,Per capita personal income (dollars) 2/,54502,56454,58605,60427,65837
" ""55031""","Douglas, WI",3.0,Per capita personal income (dollars) 2/,38870,40434,42148,43989,45636
" ""55033""","Dunn, WI",3.0,Per capita personal income (dollars) 2/,37257,38435,39898,41251,44528
" ""55035""","Eau Claire, WI",3.0,Per capita personal income (dollars) 2/,42858,45050,47522,49064,51751
" ""55037""","Florence, WI",3.0,Per capita personal income (dollars) 2/,47457,47542,50058,55450,56293
" ""55039""","Fond du Lac, WI",3.0,Per capita personal income (dollars) 2/,43493,45196,47523,49506,52435
" ""55041""","Forest, WI",3.0,Per capita personal income (dollars) 2/,36899,39011,40632,41082,44475
" ""55043""","Grant, WI",3.0,Per capita personal income (dollars) 2/,39134,41050,42848,44311,47692
" ""55045""","Green, WI",3.0,Per capita personal income (dollars) 2/,46721,48043,49999,52132,56257
" ""55047""","Green Lake, WI",3.0,Per capita personal income (dollars) 2/,42404,43251,43950,44238,47032
" ""55049""","Iowa, WI",3.0,Per capita personal income (dollars) 2/,44024,45169,47340,50012,53009
" ""55051""","Iron, WI",3.0,Per capita personal income (dollars) 2/,44554,46355,46216,47551,49926
" ""55053""","Jackson, WI",3.0,Per capita personal income (dollars) 2/,40828,43214,45077,44851,48508
" ""55055""","Jefferson, WI",3.0,Per capita personal income (dollars) 2/,41906,43771,45504,47315,49205
" ""55057""","Juneau, WI",3.0,Per capita personal income (dollars) 2/,35509,36924,38342,39935,42832
" ""55059""","Kenosha, WI",3.0,Per capita personal income (dollars) 2/,42888,44830,46959,48915,51812
" ""55061""","Kewaunee, WI",3.0,Per capita personal income (dollars) 2/,43133,44880,46427,48111,52079
" ""55063""","La Crosse, WI",3.0,Per capita personal income (dollars) 2/,45062,46530,48561,50678,53851
" ""55065""","Lafayette, WI",3.0,Per capita personal income (dollars) 2/,39518,40552,42307,43744,47996
" ""55067""","Langlade, WI",3.0,Per capita personal income (dollars) 2/,39591,41367,42483,43832,47933
" ""55069""","Lincoln, WI",3.0,Per capita personal income (dollars) 2/,41126,42841,44625,45758,49686
" ""55071""","Manitowoc, WI",3.0,Per capita personal income (dollars) 2/,42904,44194,45365,46757,49331
" ""55073""","Marathon, WI",3.0,Per capita personal income (dollars) 2/,45659,47034,49349,51696,54394
" ""55075""","Marinette, WI",3.0,Per capita personal income (dollars) 2/,39839,41208,43834,44751,47297
" ""55077""","Marquette, WI",3.0,Per capita personal income (dollars) 2/,38036,39476,40876,42725,46111
" ""55078""","Menominee, WI*",3.0,Per capita personal income (dollars) 2/,29752,30763,31836,34389,37454
" ""55079""","Milwaukee, WI",3.0,Per capita personal income (dollars) 2/,42757,44289,46735,47904,50934
" ""55081""","Monroe, WI",3.0,Per capita personal income (dollars) 2/,38130,40346,41319,41974,46213
" ""55083""","Oconto, WI",3.0,Per capita personal income (dollars) 2/,41703,43110,45239,47084,49890
" ""55085""","Oneida, WI",3.0,Per capita personal income (dollars) 2/,43951,47049,48517,49355,52732
" ""55087""","Outagamie, WI",3.0,Per capita personal income (dollars) 2/,47086,48456,50212,52233,54853
" ""55089""","Ozaukee, WI",3.0,Per capita personal income (dollars) 2/,75338,77918,80891,83699,87231
" ""55091""","Pepin, WI",3.0,Per capita personal income (dollars) 2/,43789,46158,47940,49348,55005
" ""55093""","Pierce, WI",3.0,Per capita personal income (dollars) 2/,43152,44423,45767,48459,50665
" ""55095""","Polk, WI",3.0,Per capita personal income (dollars) 2/,42669,43893,45265,46480,49881
" ""55097""","Portage, WI",3.0,Per capita personal income (dollars) 2/,42145,44015,45576,47697,50308
" ""55099""","Price, WI",3.0,Per capita personal income (dollars) 2/,41370,42511,43529,44988,47829
" ""55101""","Racine, WI",3.0,Per capita personal income (dollars) 2/,44337,46588,48550,49892,52771
" ""55103""","Richland, WI",3.0,Per capita personal income (dollars) 2/,39957,40917,42774,44117,47520
" ""55105""","Rock, WI",3.0,Per capita personal income (dollars) 2/,40368,41522,43382,45508,48024
" ""55107""","Rusk, WI",3.0,Per capita personal income (dollars) 2/,40604,42551,43950,44564,47938
" ""55109""","St. Croix, WI",3.0,Per capita personal income (dollars) 2/,50774,52970,54844,57267,59310
" ""55111""","Sauk, WI",3.0,Per capita personal income (dollars) 2/,43596,45322,47817,52289,56053
" ""55113""","Sawyer, WI",3.0,Per capita personal income (dollars) 2/,40256,41463,42125,44730,46928
" ""55115""","Shawano, WI*",3.0,Per capita personal income (dollars) 2/,38810,40809,42033,43887,46911
" ""55117""","Sheboygan, WI",3.0,Per capita personal income (dollars) 2/,46478,48928,51168,51973,55038
" ""55119""","Taylor, WI",3.0,Per capita personal income (dollars) 2/,37365,38960,39947,42785,47196
" ""55121""","Trempealeau, WI",3.0,Per capita personal income (dollars) 2/,40023,41478,43135,43720,47003
" ""55123""","Vernon, WI",3.0,Per capita personal income (dollars) 2/,37437,38960,40802,42131,45820
" ""55125""","Vilas, WI",3.0,Per capita personal income (dollars) 2/,47843,50342,52403,52867,54089
" ""55127""","Walworth, WI",3.0,Per capita personal income (dollars) 2/,44610,46472,48265,51051,54750
" ""55129""","Washburn, WI",3.0,Per capita personal income (dollars) 2/,42446,44265,45229,47325,50750
" ""55131""","Washington, WI",3.0,Per capita personal income (dollars) 2/,52890,55602,57756,59326,61502
" ""55133""","Waukesha, WI",3.0,Per capita personal income (dollars) 2/,66756,68412,71073,73586,76722
" ""55135""","Waupaca, WI",3.0,Per capita personal income (dollars) 2/,41710,42781,44466,46259,49282
" ""55137""","Waushara, WI",3.0,Per capita personal income (dollars) 2/,37589,38734,40346,41093,43787
" ""55139""","Winnebago, WI",3.0,Per capita personal income (dollars) 2/,44055,45311,47336,48656,52285
" ""55141""","Wood, WI",3.0,Per capita personal income (dollars) 2/,42516,43805,45262,47139,49731
" ""55901""","Shawano (includes Menominee), WI*",3.0,Per capita personal income (dollars) 2/,(NA),(NA),(NA),(NA),(NA)
" ""33001""","Belknap, NH",1.0,Per capita personal income (dollars) 2/,54619.0,56471.0,59122.0,63284.0,67856.0
" ""33003""","Carroll, NH",1.0,Per capita personal income (dollars) 2/,53591.0,56201.0,57636.0,61859.0,66086.0
" ""33005""","Cheshire, NH",1.0,Per capita personal income (dollars) 2/,47917.0,49219.0,51194.0,52963.0,57505.0
" ""33007""","Coos, NH",1.0,Per capita personal income (dollars) 2/,39664.0,41776.0,43303.0,44743.0,49233.0
" ""33009""","Grafton, NH",1.0,Per capita personal income (dollars) 2/,55229.0,56589.0,59943.0,64699.0,68513.0
" ""33011""","Hillsborough, NH",1.0,Per capita personal income (dollars) 2/,55459.0,57371.0,59755.0,62681.0,65906.0
" ""33013""","Merrimack, NH",1.0,Per capita personal income (dollars) 2/,53275.0,54736.0,56427.0,59634.0,63578.0
" ""33015""","Rockingham, NH",1.0,Per capita personal income (dollars) 2/,66219.0,70021.0,73030.0,78272.0,81408.0
" ""33017""","Strafford, NH",1.0,Per capita personal income (dollars) 2/,46652.0,48180.0,50373.0,53431.0,57036.0
" ""33019""","Sullivan, NH",1.0,Per capita personal income (dollars) 2/,48482.0,49651.0,52501.0,54716.0,58613.0
" ""39001""","Adams, OH",3.0,Per capita personal income (dollars) 2/,32071.0,33359.0,34629.0,35622.0,39992.0
" ""39003""","Allen, OH",3.0,Per capita personal income (dollars) 2/,38793.0,40150.0,41877.0,43083.0,46903.0
" ""39005""","Ashland, OH",3.0,Per capita personal income (dollars) 2/,35860.0,37254.0,38774.0,39111.0,42750.0
" ""39007""","Ashtabula, OH",3.0,Per capita personal income (dollars) 2/,35307.0,36417.0,38201.0,39321.0,43172.0
" ""39009""","Athens, OH",3.0,Per capita personal income (dollars) 2/,32128.0,33401.0,34357.0,35639.0,38196.0
" ""39011""","Auglaize, OH",3.0,Per capita personal income (dollars) 2/,44004.0,46348.0,47600.0,47033.0,51048.0
" ""39013""","Belmont, OH",3.0,Per capita personal income (dollars) 2/,36268.0,39161.0,42210.0,42343.0,43701.0
" ""39015""","Brown, OH",3.0,Per capita personal income (dollars) 2/,34431.0,35827.0,37002.0,38745.0,42681.0
" ""39017""","Butler, OH",3.0,Per capita personal income (dollars) 2/,42989.0,44856.0,46480.0,48964.0,51958.0
" ""39019""","Carroll, OH",3.0,Per capita personal income (dollars) 2/,35398.0,37799.0,39259.0,40758.0,44527.0
" ""39021""","Champaign, OH",3.0,Per capita personal income (dollars) 2/,37984.0,39407.0,41241.0,42065.0,46342.0
" ""39023""","Clark, OH",3.0,Per capita personal income (dollars) 2/,37201.0,38441.0,39335.0,40882.0,44450.0
" ""39025""","Clermont, OH",3.0,Per capita personal income (dollars) 2/,48661.0,50615.0,52410.0,56974.0,60904.0
" ""39027""","Clinton, OH",3.0,Per capita personal income (dollars) 2/,41437.0,42796.0,44276.0,45270.0,47484.0
" ""39029""","Columbiana, OH",3.0,Per capita personal income (dollars) 2/,34868.0,36178.0,37669.0,39168.0,42650.0
" ""39031""","Coshocton, OH",3.0,Per capita personal income (dollars) 2/,32212.0,33270.0,34871.0,35679.0,39330.0
" ""39033""","Crawford, OH",3.0,Per capita personal income (dollars) 2/,34828.0,36196.0,37979.0,38045.0,41981.0
" ""39035""","Cuyahoga, OH",3.0,Per capita personal income (dollars) 2/,49022.0,50772.0,52572.0,54313.0,57219.0
" ""39037""","Darke, OH",3.0,Per capita personal income (dollars) 2/,38762.0,40694.0,43042.0,43219.0,47691.0
" ""39039""","Defiance, OH",3.0,Per capita personal income (dollars) 2/,37985.0,38908.0,40153.0,41206.0,44273.0
" ""39041""","Delaware, OH",3.0,Per capita personal income (dollars) 2/,68458.0,71273.0,73425.0,75891.0,79096.0
" ""39043""","Erie, OH",3.0,Per capita personal income (dollars) 2/,58369.0,56624.0,57329.0,53946.0,53741.0
" ""39045""","Fairfield, OH",3.0,Per capita personal income (dollars) 2/,43027.0,44597.0,46027.0,47836.0,51559.0
" ""39047""","Fayette, OH",3.0,Per capita personal income (dollars) 2/,35886.0,36835.0,37872.0,39186.0,44574.0
" ""39049""","Franklin, OH",3.0,Per capita personal income (dollars) 2/,47453.0,48247.0,49566.0,50728.0,54427.0
" ""39051""","Fulton, OH",3.0,Per capita personal income (dollars) 2/,41754.0,43107.0,44409.0,45641.0,49453.0
" ""39053""","Gallia, OH",3.0,Per capita personal income (dollars) 2/,36171.0,37841.0,39766.0,41190.0,44487.0
" ""39055""","Geauga, OH",3.0,Per capita personal income (dollars) 2/,62872.0,64626.0,67317.0,70073.0,71539.0
" ""39057""","Greene, OH",3.0,Per capita personal income (dollars) 2/,46916.0,49027.0,50355.0,51578.0,54912.0
" ""39059""","Guernsey, OH",3.0,Per capita personal income (dollars) 2/,36410.0,38553.0,40536.0,41694.0,46158.0
" ""39061""","Hamilton, OH",3.0,Per capita personal income (dollars) 2/,53622.0,55610.0,57842.0,59521.0,63000.0
" ""39063""","Hancock, OH",3.0,Per capita personal income (dollars) 2/,50654.0,48335.0,50329.0,50911.0,55589.0
" ""39065""","Hardin, OH",3.0,Per capita personal income (dollars) 2/,30580.0,31755.0,33345.0,33734.0,37118.0
" ""39067""","Harrison, OH",3.0,Per capita personal income (dollars) 2/,35203.0,38422.0,39454.0,40795.0,42975.0
" ""39069""","Henry, OH",3.0,Per capita personal income (dollars) 2/,41121.0,42273.0,43247.0,44508.0,48966.0
" ""39071""","Highland, OH",3.0,Per capita personal income (dollars) 2/,32922.0,34755.0,35973.0,37183.0,40878.0
" ""39073""","Hocking, OH",3.0,Per capita personal income (dollars) 2/,35191.0,36835.0,37858.0,39769.0,43319.0
" ""39075""","Holmes, OH",3.0,Per capita personal income (dollars) 2/,38363.0,41719.0,44086.0,46359.0,49512.0
" ""39077""","Huron, OH",3.0,Per capita personal income (dollars) 2/,37029.0,38471.0,39931.0,40623.0,44942.0
" ""39079""","Jackson, OH",3.0,Per capita personal income (dollars) 2/,33690.0,34407.0,35102.0,36270.0,40243.0
" ""39081""","Jefferson, OH",3.0,Per capita personal income (dollars) 2/,34939.0,36856.0,38450.0,40313.0,43422.0
" ""39083""","Knox, OH",3.0,Per capita personal income (dollars) 2/,39113.0,40213.0,42493.0,44443.0,48938.0
" ""39085""","Lake, OH",3.0,Per capita personal income (dollars) 2/,46670.0,48206.0,50354.0,51859.0,55067.0
" ""39087""","Lawrence, OH",3.0,Per capita personal income (dollars) 2/,35345.0,36857.0,38681.0,40291.0,43409.0
" ""39089""","Licking, OH",3.0,Per capita personal income (dollars) 2/,42711.0,44432.0,45558.0,47102.0,51328.0
" ""39091""","Logan, OH",3.0,Per capita personal income (dollars) 2/,38884.0,40451.0,42144.0,42578.0,46779.0
" ""39093""","Lorain, OH",3.0,Per capita personal income (dollars) 2/,42741.0,44306.0,45936.0,47918.0,50905.0
" ""39095""","Lucas, OH",3.0,Per capita personal income (dollars) 2/,42731.0,43474.0,45419.0,47244.0,50429.0
" ""39097""","Madison, OH",3.0,Per capita personal income (dollars) 2/,39698.0,41044.0,41418.0,42509.0,47132.0
" ""39099""","Mahoning, OH",3.0,Per capita personal income (dollars) 2/,40005.0,40671.0,42030.0,43638.0,47276.0
" ""39101""","Marion, OH",3.0,Per capita personal income (dollars) 2/,34161.0,35874.0,36717.0,36854.0,40518.0
" ""39103""","Medina, OH",3.0,Per capita personal income (dollars) 2/,52293.0,53655.0,55433.0,57437.0,60007.0
" ""39105""","Meigs, OH",3.0,Per capita personal income (dollars) 2/,32725.0,33975.0,35117.0,36567.0,40611.0
" ""39107""","Mercer, OH",3.0,Per capita personal income (dollars) 2/,45123.0,48438.0,51346.0,50058.0,54028.0
" ""39109""","Miami, OH",3.0,Per capita personal income (dollars) 2/,43112.0,45054.0,46756.0,47845.0,51897.0
" ""39111""","Monroe, OH",3.0,Per capita personal income (dollars) 2/,30059.0,32471.0,35527.0,37057.0,41821.0
" ""39113""","Montgomery, OH",3.0,Per capita personal income (dollars) 2/,42454.0,44191.0,45809.0,47514.0,51366.0
" ""39115""","Morgan, OH",3.0,Per capita personal income (dollars) 2/,31143.0,32960.0,33916.0,35615.0,40129.0
" ""39117""","Morrow, OH",3.0,Per capita personal income (dollars) 2/,36284.0,37874.0,39727.0,41625.0,45636.0
" ""39119""","Muskingum, OH",3.0,Per capita personal income (dollars) 2/,37787.0,39137.0,40348.0,41884.0,46260.0
" ""39121""","Noble, OH",3.0,Per capita personal income (dollars) 2/,24931.0,26315.0,27493.0,28174.0,30676.0
" ""39123""","Ottawa, OH",3.0,Per capita personal income (dollars) 2/,47814.0,49368.0,51673.0,53623.0,57028.0
" ""39125""","Paulding, OH",3.0,Per capita personal income (dollars) 2/,36864.0,38522.0,40173.0,40642.0,45567.0
" ""39127""","Perry, OH",3.0,Per capita personal income (dollars) 2/,34841.0,36795.0,37882.0,39351.0,43083.0
" ""39129""","Pickaway, OH",3.0,Per capita personal income (dollars) 2/,37610.0,39503.0,40684.0,42033.0,46315.0
" ""39131""","Pike, OH",3.0,Per capita personal income (dollars) 2/,34481.0,36698.0,37972.0,39367.0,43219.0
